"NoForm","sHogar","CodPersona","P_003","P_004","P_006","P_007","P_014","P_015","P_016","P_017","P_018","P_019","P_020","P_021","P_022","P_023","P_024","P_025","P_026","P_027","P_028","P_029","P_030","P_031","P_032","P_033","P_034","P_035","P_036","P_037","P_038","P_039","P_040","P_041","P_042","P_043","P_044","P_045","P_046","P_047","P_048","P_049","P_050","P_051","P_052","P_053","P_054","P_055","P_056","P_057","P_058","P_060","P_061","P_062","P_063","P_064","P_065","P_066","P_067","P_068","P_069","P_070","P_071","P_072","P_073","P_074","P_075","P_076","P_077","P_078","P_079","P_080","P_081","P_082","P_083","P_084","P_085","P_086","P_087","P_088","P_089","P_090","P_091","P_092","P_093","P_094","P_095","P_096","P_097","P_098","P_099","P_100","P_101","P_102","P_103","P_104","P_105","P_106","P_107","P_108","P_109","P_110","P_111","P_112","P_113","P_114","P_115","P_116","P_117","P_118","P_119","P_120","P_121","P_122","P_123","P_124","P_125","P_126","P_127","P_128","P_129","P_130","P_131","P_132","P_133","P_134","P_135_1","P_135_2","P_135_3","P_135_4","P_136_1","P_136_2","P_136_3","P_136_4","P_136_5","P_137","P_138_1","P_138_2","P_138_3","P_139","P_140","P_141","P_142","P_143","P_144","P_145","P_146","P_147","P_148","P_149","P_150","P_151","P_152","P_153","P_154","P_155","P_156","P_157","P_158","P_159","P_160","P_161","P_162","P_163","P_164","P_165","P_166","P_167","P_168","P_169","P_170","P_171","P_172","P_173","P_174","P_175","P_176","P_177","P_178","P_179","P_180","P_181","P_182","P_183","P_184","P_185","P_186","P_187","P_188","P_189","P_190","P_191","P_192","P_193","P_194","P_195","P_196","P_197","P_198","P_199","P_200","P_201","P_202","P_203","P_204","P_205","P_206","P_207","P_208","P_209","P_210_a","P_210_b","P_210_c","P_211","P_212","P_213","P_215","P_216","P_217","P_218","P_219","P_220","P_221","P_222","P_223_1","P_223_2","P_224","P_225","P_226_1","P_226_2","P_226_3","P_227","P_228","P_229","P_230","P_231_1","P_231_2","P_232","P_233","P_234","P_235","P_236","P_237","P_238","P_239","P_240","P_241","P_242","P_243","P_244","P_245","P_246","P_247","P_248","P_249","P_250","P_251","P_252","P_253","P_254","P_255","P_256","P_257","P_258","P_259","P_260","P_261","P_262","P_263","P_264","P_265","P_266","P_267","P_268","P_269","P_270","P_271","P_272","P_273","P_274","P_275","P_276","P_277","P_278","P_279","P_280","P_281","P_284","P_285","P_286","P_287","P_288","P_289","P_290","P_291","P_292","P_293","P_294","P_295","P_296","P_297","P_298","P_299","P_300","P_301","P_302","P_303","P_304","P_305","P_306","P_307","P_308","P_309","P_310","P_311","P_315","P_316","P_317","P_318","P_319","P_320","FEV","FEH","FEP"
6593,1,2,1,5,1,80,2,1,4,9,1,3,1,0,0,1,1,0,2,0,4,1,1,2,2,1,1,2,1,1,2,-88,-88,-88,1,1,2,1,1,2,-88,2,-88,-88,-88,1,6,10,8,1,2,6,1,0,3,2,0,0,0,-88,-88,-88,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,1,535000,0,0,384000,0,0,0,-88,-88,-88,-88,-88,-88,-88,0,-88,0,0,350000,0,0,0,0,-88,0,0,0,350000,0,0,0,0,0,0,-88,0,0,4,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-88,2,4,4,-98,2,1,1,3,-98,2,2,3,2,1,2,8,7,1,2,1,1,1,2,1,1,1,1,-88,-88,-88,-88,-88,-88,3,3,2,4,3,3,3,3,3,2,2,2,8,7,8,5,5,3,7,7,4,2,2,2,2,3,3,1,1,6,1,2,-88,2,2,3,4,8,6,6,6,2,2,2,1,6,73,4,3,1,-88,-88,-88,-88,-88,-88,-88,1,73,-88,-88,12,-88,2,2,2,4,-88,-88,0,0,0,2,3,3,6,5,5,2,2,2,2,2,2,1,83,150,6,2,2,2,0,1,0,1,0,1,0,1,9,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,9,0,0,0,0,0,0,0,302000,0,0,8,-88,-88,-88,-88,-88,2,-88,-88,139.2202797,139.4090909,63.80769231
6594,1,1,1,3,1,80,2,1,5,6,1,4,2,2,0,0,1,0,1,1,5,1,1,2,2,1,1,2,1,1,2,-88,-88,-88,1,1,2,1,1,2,-88,2,-88,-88,-88,1,6,6,10,1,2,6,1,0,4,1,0,0,0,-88,-88,-88,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,2,1,500000,0,0,220000,0,0,0,-88,-88,-88,-88,-88,-88,-88,0,-88,0,0,110000,0,0,0,30000,-88,200000,0,0,340000,0,0,0,0,0,0,-88,0,0,4,5,2,1,2,1,2,2,2,2,2,2,1,1,2,2,-88,2,2,2,2,2,2,1,4,-98,-98,-98,2,0,2,2,10,10,1,1,1,1,1,1,2,2,2,2,-88,-88,-88,-88,-88,-88,1,5,4,5,5,4,2,1,2,2,2,2,10,10,0,0,0,4,10,10,3,2,2,2,2,1,5,1,1,5,-98,2,-88,1,1,3,0,10,10,4,4,1,2,2,1,1,59,2,2,1,-88,-88,-88,-88,-88,-88,-88,2,8,80,8096,8,12,2,1,2,10,-88,-88,2,2,0,2,3,3,4,5,5,1,2,1,1,2,2,1,76,158,5,2,2,2,-99,-88,0,5,0,6,0,6,4,1,1,-88,-88,9,2,42,2,1,15,5,-88,-88,-88,-88,-88,12,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,40,2,1,6000000,0,0,2,-88,-88,139.2202797,139.4090909,94.20930233
6594,1,2,1,3,1,80,2,1,5,6,1,4,2,2,0,0,1,0,1,1,5,1,1,2,2,1,1,2,1,1,2,-88,-88,-88,1,1,2,1,1,2,-88,2,-88,-88,-88,1,6,6,10,1,2,6,1,0,4,1,0,0,0,-88,-88,-88,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,2,1,500000,0,0,220000,0,0,0,-88,-88,-88,-88,-88,-88,-88,0,-88,0,0,110000,0,0,0,30000,-88,200000,0,0,340000,0,0,0,0,0,0,-88,0,0,4,5,2,1,2,1,2,2,2,2,2,2,1,1,2,2,-88,2,2,2,2,2,2,1,4,-98,-98,-98,2,0,2,2,10,10,1,1,1,1,1,1,2,2,2,2,-88,-88,-88,-88,-88,-88,1,5,4,5,5,4,2,1,2,2,2,2,10,10,0,0,0,4,10,10,3,2,2,2,2,1,5,1,1,5,-98,2,-88,1,1,3,0,10,10,4,4,2,1,1,2,2,49,2,2,1,-88,-88,-88,-88,-88,-88,-88,2,8,80,8096,12,-88,2,1,2,10,-88,-88,2,2,0,2,3,3,4,5,5,2,2,2,2,2,2,2,75,172,4,2,2,2,-99,-88,0,5,0,6,0,6,4,1,1,-88,-88,9,2,42,2,1,0,5,-88,-88,-88,-88,-88,12,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,24,2,1,6000000,0,0,2,-88,-88,139.2202797,139.4090909,175.4736842
6595,1,1,2,-88,1,80,2,1,5,6,1,4,1,1,0,0,1,0,0,1,3,1,1,2,2,2,-88,-88,2,-88,1,3,2,2,1,3,2,1,3,2,-88,1,1,2,2,-88,6,10,10,1,1,5,0,0,2,0,0,0,0,-88,-88,-88,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,0,0,1,1,2,3,0,0,750000,-88,-88,-88,-88,250000,60000,0,0,0,0,-88,0,-88,0,0,0,0,0,50000,60000,-88,0,0,0,110000,0,0,0,650000,0,0,-88,0,0,3,7,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-88,2,5,5,-98,-98,-98,-98,3,-98,-98,-98,3,0,0,0,10,10,2,1,2,2,2,2,2,1,2,2,-88,-88,-88,-88,-88,-88,2,2,2,2,2,3,4,3,4,2,2,2,10,10,5,6,7,3,6,5,3,2,2,2,2,1,2,2,-88,-88,2,-88,-88,2,2,5,5,6,5,4,4,1,2,2,2,1,56,2,3,1,-88,-88,-88,-88,-88,-88,-88,1,56,-88,-88,12,-88,2,1,2,10,-88,-88,4,4,0,2,6,3,4,4,5,2,2,2,2,2,2,2,68,158,2,2,2,2,0,1,0,1,0,1,0,1,1,-88,-88,-88,-88,9,2,48,1,1,20,5,-88,-88,-98,80000,0,0,5,0,0,0,0,0,0,0,0,2,5,0,-88,0,0,0,0,-88,0,0,0,0,-88,-88,-88,-88,0,2,-88,-88,139.2202797,139.4090909,94.20930233
6596,1,1,2,-88,1,80,2,1,4,6,1,4,1,0,0,1,1,0,2,0,4,1,1,2,2,1,1,2,1,1,2,-88,-88,-88,1,1,2,2,-88,2,-88,1,3,2,2,-88,6,2,10,1,3,6,1,0,3,2,0,0,0,-88,-88,-88,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,1,3,0,0,0,1,2,3,0,0,620000,-88,-88,-88,-88,120000,170000,0,0,0,0,-88,0,-88,0,0,500000,0,0,8200,0,-88,60000,0,0,568200,0,0,300000,1400000,0,0,-88,0,0,4,0,2,1,1,1,2,2,2,2,2,2,2,1,2,2,-88,2,2,3,2,2,2,1,4,-98,-98,-98,2,5,5,5,10,10,2,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,1,5,5,5,4,4,4,3,2,2,2,10,0,0,0,0,4,10,6,5,2,2,2,2,3,4,2,-88,-88,1,2,-88,1,1,5,4,10,6,5,6,1,2,2,5,1,34,1,2,1,-88,-88,-88,-88,-88,-88,-88,1,34,-88,-88,12,-88,2,1,2,3,-88,-88,4,4,0,2,3,1,4,4,5,2,2,2,2,2,2,1,64,167,6,2,2,2,0,5,0,5,0,3,0,6,5,-88,-88,36,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,5,0,-88,0,0,0,0,-88,0,0,0,0,-88,-88,-88,-88,-88,2,-88,-88,139.2202797,139.4090909,162.1818182
6596,1,2,2,-88,1,80,2,1,4,6,1,4,1,0,0,1,1,0,2,0,4,1,1,2,2,1,1,2,1,1,2,-88,-88,-88,1,1,2,2,-88,2,-88,1,3,2,2,-88,6,2,10,1,3,6,1,0,3,2,0,0,0,-88,-88,-88,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,1,3,0,0,0,1,2,3,0,0,620000,-88,-88,-88,-88,120000,170000,0,0,0,0,-88,0,-88,0,0,500000,0,0,8200,0,-88,60000,0,0,568200,0,0,300000,1400000,0,0,-88,0,0,4,0,2,1,1,1,2,2,2,2,2,2,2,1,2,2,-88,2,2,3,2,2,2,1,4,-98,-98,-98,2,5,5,5,10,10,2,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,1,5,5,5,4,4,4,3,2,2,2,10,0,0,0,0,4,10,6,5,2,2,2,2,3,4,2,-88,-88,1,2,-88,1,1,5,4,10,6,5,6,2,2,-88,-88,3,17,1,2,1,-88,-88,-88,-88,-88,-88,-88,1,17,-88,-88,12,-88,2,1,1,-88,1,1,4,5,0,-88,3,3,4,4,5,2,2,2,2,2,2,2,51,160,6,2,2,2,0,5,0,5,0,3,0,6,6,2,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,6,0,999,0,0,0,0,0,0,0,0,0,-88,-88,-88,-88,-88,2,-88,-88,139.2202797,139.4090909,118.4285714
6596,1,3,2,-88,1,80,2,1,4,6,1,4,1,0,0,1,1,0,2,0,4,1,1,2,2,1,1,2,1,1,2,-88,-88,-88,1,1,2,2,-88,2,-88,1,3,2,2,-88,6,2,10,1,3,6,1,0,3,2,0,0,0,-88,-88,-88,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,1,3,0,0,0,1,2,3,0,0,620000,-88,-88,-88,-88,120000,170000,0,0,0,0,-88,0,-88,0,0,500000,0,0,8200,0,-88,60000,0,0,568200,0,0,300000,1400000,0,0,-88,0,0,4,0,2,1,1,1,2,2,2,2,2,2,2,1,2,2,-88,2,2,3,2,2,2,1,4,-98,-98,-98,2,5,5,5,10,10,2,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,1,5,5,5,4,4,4,3,2,2,2,10,0,0,0,0,4,10,6,5,2,2,2,2,3,4,2,-88,-88,1,2,-88,1,1,5,4,10,6,5,6,3,1,-88,-88,3,14,1,2,1,-88,-88,-88,-88,-88,-88,-88,1,14,-88,-88,-88,-88,-88,1,1,-88,1,1,3,4,0,-88,3,3,4,4,5,2,2,2,2,2,2,2,50,165,4,2,2,2,0,5,0,5,0,3,0,6,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,-88,-88,139.2202797,139.4090909,128.1666667
6597,1,1,2,-88,1,80,2,1,5,6,1,4,2,1,1,0,1,0,2,0,5,1,1,2,2,1,1,2,1,1,2,-88,-88,-88,1,1,2,1,1,2,-88,1,1,2,2,-88,6,6,10,1,2,6,1,0,4,1,0,0,0,-88,-88,-88,1,1,0,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,2,0,0,0,1,2,3,0,0,700000,-88,-88,-88,-88,110000,120000,0,0,0,6000000,-88,0,-88,0,0,800000,0,0,4100,0,-88,60000,0,0,864100,0,0,0,1800000,0,0,-88,0,0,4,5,2,1,1,2,2,2,2,2,2,2,2,2,2,2,-88,2,4,4,2,2,2,1,4,2,-98,-98,3,0,0,8,10,10,1,2,2,2,2,2,2,2,2,2,-88,-88,-88,-88,-88,-88,3,3,3,3,3,3,3,3,3,2,2,2,10,10,4,0,0,4,10,8,2,2,2,2,2,1,3,1,1,10,-98,-88,-88,2,1,5,6,10,10,5,5,1,2,2,1,1,67,2,-98,2,60,11,5,-88,1,5,5697,1,67,-88,-88,12,-88,2,1,2,5,-88,-88,2,2,0,2,2,3,4,4,5,1,1,2,2,2,1,2,74,154,3,2,2,2,0,2,0,2,0,2,0,2,9,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,9,0,0,0,0,0,0,0,0,0,0,0,-88,-88,-88,-88,-88,2,-88,-88,139.2202797,139.4090909,85.3
6597,1,2,2,-88,1,80,2,1,5,6,1,4,2,1,1,0,1,0,2,0,5,1,1,2,2,1,1,2,1,1,2,-88,-88,-88,1,1,2,1,1,2,-88,1,1,2,2,-88,6,6,10,1,2,6,1,0,4,1,0,0,0,-88,-88,-88,1,1,0,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,2,0,0,0,1,2,3,0,0,700000,-88,-88,-88,-88,110000,120000,0,0,0,6000000,-88,0,-88,0,0,800000,0,0,4100,0,-88,60000,0,0,864100,0,0,0,1800000,0,0,-88,0,0,4,5,2,1,1,2,2,2,2,2,2,2,2,2,2,2,-88,2,4,4,2,2,2,1,4,2,-98,-98,3,0,0,8,10,10,1,2,2,2,2,2,2,2,2,2,-88,-88,-88,-88,-88,-88,3,3,3,3,3,3,3,3,3,2,2,2,10,10,4,0,0,4,10,8,2,2,2,2,2,1,3,1,1,10,-98,-88,-88,2,1,5,6,10,10,5,5,2,1,1,2,2,76,2,-98,2,60,11,5,-88,1,5,5129,1,76,-88,-88,12,-88,2,1,2,5,-88,-88,2,2,0,2,1,2,4,4,5,1,2,2,2,2,1,2,57,172,6,2,2,2,0,2,0,2,0,2,0,2,1,1,2,-88,-88,4,3,47,2,1,5,2,-88,-88,1,6400000,6400000,4,10,1200000,0,0,400000,0,0,0,0,2,1,0,-88,0,0,0,0,-88,0,0,0,0,-88,-88,-88,-88,0,2,-88,-88,139.2202797,139.4090909,74.88888889
6598,1,1,1,3,1,80,2,1,5,6,2,3,1,1,0,0,1,0,2,0,4,1,1,2,2,1,1,2,1,1,2,-88,-88,-88,1,1,2,1,1,2,-88,2,-88,-88,-88,1,6,6,4,1,3,6,1,0,3,2,0,0,0,-88,-88,-88,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,2,3,0,0,300000,-88,-88,-88,-88,170000,0,0,0,0,0,-88,0,-88,0,0,200000,0,0,0,0,-88,120000,0,0,320000,0,0,0,0,0,0,-88,0,0,4,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,-88,2,1,1,2,2,1,2,4,2,2,2,4,6,6,7,10,10,1,1,1,1,1,1,1,1,1,1,-88,-88,-88,-88,-88,-88,4,4,3,4,4,3,3,3,3,2,2,2,7,5,5,0,3,3,10,7,1,2,2,2,2,2,4,2,-88,-88,1,2,-88,2,2,0,0,0,0,6,6,1,2,2,1,1,61,3,-98,2,30,11,5,-88,1,5,5895,2,25,8,802,12,-88,2,1,2,1,-88,-88,2,2,0,2,7,3,6,6,5,2,2,2,2,2,2,1,68,155,6,2,2,2,0,1,0,1,0,1,0,1,9,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,9,0,0,0,0,0,0,0,0,0,0,7,-88,-88,-88,-88,-88,2,-88,-88,139.2202797,139.4090909,149.4782609
6598,1,2,1,3,1,80,2,1,5,6,2,3,1,1,0,0,1,0,2,0,4,1,1,2,2,1,1,2,1,1,2,-88,-88,-88,1,1,2,1,1,2,-88,2,-88,-88,-88,1,6,6,4,1,3,6,1,0,3,2,0,0,0,-88,-88,-88,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,2,3,0,0,300000,-88,-88,-88,-88,170000,0,0,0,0,0,-88,0,-88,0,0,200000,0,0,0,0,-88,120000,0,0,320000,0,0,0,0,0,0,-88,0,0,4,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,-88,2,1,1,2,2,1,2,4,2,2,2,4,6,6,7,10,10,1,1,1,1,1,1,1,1,1,1,-88,-88,-88,-88,-88,-88,4,4,3,4,4,3,3,3,3,2,2,2,7,5,5,0,3,3,10,7,1,2,2,2,2,2,4,2,-88,-88,1,2,-88,2,2,0,0,0,0,6,6,2,1,1,2,3,31,4,-98,1,-88,-88,-88,-88,-88,-88,-88,1,31,-88,-88,12,-88,2,1,2,1,-88,-88,2,3,7,2,7,3,6,6,5,2,2,2,2,2,2,2,48,170,6,2,2,2,0,1,0,1,0,1,0,1,5,-88,-88,60,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,5,0,-88,0,0,0,0,-88,0,0,0,0,-88,-88,-88,-88,-88,2,-88,-88,139.2202797,139.4090909,160.21875
6598,1,3,1,3,1,80,2,1,5,6,2,3,1,1,0,0,1,0,2,0,4,1,1,2,2,1,1,2,1,1,2,-88,-88,-88,1,1,2,1,1,2,-88,2,-88,-88,-88,1,6,6,4,1,3,6,1,0,3,2,0,0,0,-88,-88,-88,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,2,3,0,0,300000,-88,-88,-88,-88,170000,0,0,0,0,0,-88,0,-88,0,0,200000,0,0,0,0,-88,120000,0,0,320000,0,0,0,0,0,0,-88,0,0,4,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,-88,2,1,1,2,2,1,2,4,2,2,2,4,6,6,7,10,10,1,1,1,1,1,1,1,1,1,1,-88,-88,-88,-88,-88,-88,4,4,3,4,4,3,3,3,3,2,2,2,7,5,5,0,3,3,10,7,1,2,2,2,2,2,4,2,-88,-88,1,2,-88,2,2,0,0,0,0,6,6,3,1,1,2,3,23,1,-98,1,-88,-88,-88,-88,-88,-88,-88,1,23,-88,-88,12,-88,2,1,2,1,-88,-88,4,4,0,2,1,3,6,6,5,2,2,2,2,2,2,2,65,168,6,2,2,2,0,1,0,1,0,1,0,1,2,1,2,-88,-88,5,3,48,2,4,45,1,-88,-88,1,500000,450000,1,0,0,0,0,0,0,0,0,0,1,1,0,-88,0,0,0,0,-88,0,0,0,0,-88,-88,-88,-88,0,2,-88,-88,139.2202797,139.4090909,127.625
6599,1,1,2,-88,1,80,2,1,3,4,1,4,1,0,0,0,0,0,1,0,1,1,2,2,2,1,1,2,1,1,2,-88,-88,-88,2,-88,-88,1,2,1,1,2,-88,-88,-88,1,6,10,5,1,3,1,-88,-88,1,1,0,1,0,-88,-88,-88,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,4,1,300000,0,0,230000,0,0,0,-88,-88,-88,-88,-88,-88,-88,0,-88,0,0,400000,0,0,0,0,-88,0,0,0,400000,0,0,0,0,0,0,-88,0,0,4,0,2,1,2,2,2,2,2,2,2,1,1,2,2,2,-88,2,3,4,1,-98,1,1,5,-98,-98,-98,3,0,5,5,8,8,1,1,1,1,1,1,1,1,2,2,-88,-88,-88,-88,-88,-88,4,4,3,3,4,4,3,4,1,2,2,2,10,8,5,10,10,3,10,8,2,1,2,2,1,2,2,1,1,8,2,2,-88,1,2,8,0,8,8,6,6,1,2,2,1,1,43,1,-98,2,24,11,1,4,1,5,5284,2,11,70,7002,12,-88,2,1,2,10,-88,-88,2,2,0,2,5,3,5,2,5,2,2,2,2,2,2,2,92,150,6,2,2,2,0,1,0,1,0,1,0,1,4,1,2,-88,-88,6,2,48,1,1,30,5,-88,-88,-88,-88,-88,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,-88,-88,-88,0,0,2,-88,-88,139.2202797,139.4090909,160.2142857
6599,1,2,2,-88,1,80,2,1,3,4,1,4,1,0,0,0,0,0,1,0,1,1,2,2,2,1,1,2,1,1,2,-88,-88,-88,2,-88,-88,1,2,1,1,2,-88,-88,-88,1,6,10,5,1,3,1,-88,-88,1,1,0,1,0,-88,-88,-88,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,4,1,300000,0,0,230000,0,0,0,-88,-88,-88,-88,-88,-88,-88,0,-88,0,0,400000,0,0,0,0,-88,0,0,0,400000,0,0,0,0,0,0,-88,0,0,4,0,2,1,2,2,2,2,2,2,2,1,1,2,2,2,-88,2,3,4,1,-98,1,1,5,-98,-98,-98,3,0,5,5,8,8,1,1,1,1,1,1,1,1,2,2,-88,-88,-88,-88,-88,-88,4,4,3,3,4,4,3,4,1,2,2,2,10,8,5,10,10,3,10,8,2,1,2,2,1,2,2,1,1,8,2,2,-88,1,2,8,0,8,8,6,6,2,1,1,2,3,23,1,-98,2,24,11,1,4,1,5,5284,2,11,70,7002,12,-88,2,1,2,10,-88,-88,2,2,0,2,5,3,5,2,5,2,2,2,2,2,2,2,80,172,6,2,2,2,0,1,0,1,0,1,0,1,1,2,2,-88,-88,7,3,48,2,1,30,-98,-88,-88,-88,-88,-88,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,-88,-88,-88,-88,0,2,-88,-88,139.2202797,139.4090909,127.625
6599,1,3,2,-88,1,80,2,1,3,4,1,4,1,0,0,0,0,0,1,0,1,1,2,2,2,1,1,2,1,1,2,-88,-88,-88,2,-88,-88,1,2,1,1,2,-88,-88,-88,1,6,10,5,1,3,1,-88,-88,1,1,0,1,0,-88,-88,-88,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,4,1,300000,0,0,230000,0,0,0,-88,-88,-88,-88,-88,-88,-88,0,-88,0,0,400000,0,0,0,0,-88,0,0,0,400000,0,0,0,0,0,0,-88,0,0,4,0,2,1,2,2,2,2,2,2,2,1,1,2,2,2,-88,2,3,4,1,-98,1,1,5,-98,-98,-98,3,0,5,5,8,8,1,1,1,1,1,1,1,1,2,2,-88,-88,-88,-88,-88,-88,4,4,3,3,4,4,3,4,1,2,2,2,10,8,5,10,10,3,10,8,2,1,2,2,1,2,2,1,1,8,2,2,-88,1,2,8,0,8,8,6,6,3,1,1,2,12,21,1,-98,2,24,11,1,4,1,5,5284,2,11,70,7002,12,-88,2,1,2,10,-88,-88,4,4,0,2,6,3,5,2,5,2,2,2,2,2,2,2,50,170,6,2,2,2,0,1,0,1,0,1,0,1,1,2,2,-88,-88,7,3,48,2,1,30,-98,-88,-88,-88,-88,-88,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,-88,-88,-88,-88,0,2,-88,-88,139.2202797,139.4090909,136.4285714
6600,1,1,2,-88,1,80,2,1,5,6,1,3,1,0,0,1,1,0,2,0,4,1,1,1,-88,1,1,2,1,1,2,-88,-88,-88,2,-88,-88,1,1,1,1,2,-88,-88,-88,1,6,6,10,1,2,6,1,0,3,2,0,0,0,-88,-88,-88,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,2,3,0,0,700000,-88,-88,-88,-88,60000,60000,0,0,0,0,-88,0,-88,0,0,200000,0,0,0,0,-88,180000,0,0,380000,0,0,0,0,0,0,-88,0,0,4,0,2,2,2,2,2,2,2,2,2,1,1,1,2,2,-88,2,4,4,-98,2,1,1,2,-98,-98,-98,2,0,0,0,10,10,1,1,1,1,2,2,1,1,1,1,-88,-88,-88,-88,-88,-88,1,5,5,3,5,1,3,4,4,2,2,1,10,10,10,10,10,4,0,0,5,2,2,2,2,1,2,1,1,7,1,1,1,2,2,0,0,5,0,6,6,1,2,2,1,1,51,1,4,1,-88,-88,-88,-88,-88,-88,-88,2,28,6,608,12,-88,2,1,2,1,-88,-88,3,3,0,2,3,3,6,6,5,2,2,2,2,2,2,2,80,161,6,2,2,2,0,5,0,5,0,6,0,6,5,-88,-88,36,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,5,0,-88,0,0,0,0,-88,0,0,0,0,-88,-88,-88,-88,-88,2,-88,-88,139.2202797,139.4090909,112
6600,1,2,2,-88,1,80,2,1,5,6,1,3,1,0,0,1,1,0,2,0,4,1,1,1,-88,1,1,2,1,1,2,-88,-88,-88,2,-88,-88,1,1,1,1,2,-88,-88,-88,1,6,6,10,1,2,6,1,0,3,2,0,0,0,-88,-88,-88,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,2,3,0,0,700000,-88,-88,-88,-88,60000,60000,0,0,0,0,-88,0,-88,0,0,200000,0,0,0,0,-88,180000,0,0,380000,0,0,0,0,0,0,-88,0,0,4,0,2,2,2,2,2,2,2,2,2,1,1,1,2,2,-88,2,4,4,-98,2,1,1,2,-98,-98,-98,2,0,0,0,10,10,1,1,1,1,2,2,1,1,1,1,-88,-88,-88,-88,-88,-88,1,5,5,3,5,1,3,4,4,2,2,1,10,10,10,10,10,4,0,0,5,2,2,2,2,1,2,1,1,7,1,1,1,2,2,0,0,5,0,6,6,2,1,1,2,3,33,1,4,1,-88,-88,-88,-88,-88,-88,-88,2,28,6,608,12,-88,2,1,2,10,-88,-88,2,3,0,2,3,3,6,6,5,2,2,2,2,2,2,2,60,168,6,2,2,2,0,5,0,5,0,6,0,6,5,-88,-88,36,1,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,5,0,-88,0,0,0,0,-88,0,0,0,0,-88,-88,-88,-88,-88,2,-88,-88,139.2202797,139.4090909,160.21875
